option-name,"Boom Chocolate*","Boom Chocolate","boom chocolate","Boom Chocolates","boom chocolates"
option-name,"Chocolate Chip Cookie*","Chocolate Chip Cookie","chocolate chip cookie","Chocolate Chip Cookies","chocolate chip cookies"
option-name,"Salted Caramel*","Salted Caramel","salted caramel","Salted Caramels","salted caramels"
option-name,"Cherry Garcia*","Cherry Garcia","cherry garcia","Cherry Garcias","cherry garcias"
option-name,"Vanilla Toffee Bar*","Vanilla Toffee Bar","vanilla toffee bar","Vanilla Toffee Bars","vanilla toffee bars"
option-name,"Coffee Toffee Bar*","Coffee Toffee Bar","coffee toffee bar","Coffee Toffee Bars","coffee toffee bars"
option-name,"Chocolate Fudge Brownie*","Chocolate Fudge Brownie","chocolate fudge brownie","Chocolate Fudge Brownies","chocolate fudge brownies"
option-name,"Americone Dream*","Americone Dream","americone dream","Americone Dreams","americone dreams"
option-name,"Karamel Sutra*","Karamel Sutra","karamel sutra","Karamel Sutras","karamel sutras"
option-name,"Half Baked*","Half Baked","half baked","Half Bakeds","half bakeds"
option-name,"Sweet Lassi   ($3.95)*","Sweet Lassi   ($3.95)","sweet lassi   ($3.95)","Sweet Lassi   ($3.95)s","sweet lassi   ($3.95)s","Sweet Lassi","sweet lassi","Sweet Lassis","sweet lassis"
option-name,"Small   ($5.00)*","Small   ($5.00)","small   ($5.00)","Small   ($5.00)s","small   ($5.00)s","Small","small","Smalls","smalls"
option-name,"Large   ($6.00)*","Large   ($6.00)","large   ($6.00)","Large   ($6.00)s","large   ($6.00)s","Large","large","Larges","larges"
option-name,"Side Salad   ($5.00)*","Side Salad   ($5.00)","side salad   ($5.00)","Side Salad   ($5.00)s","side salad   ($5.00)s","Side Salad","side salad","Side Salads","side salads"
option-name,"Regular Salad   ($7.00)*","Regular Salad   ($7.00)","regular salad   ($7.00)","Regular Salad   ($7.00)s","regular salad   ($7.00)s","Regular Salad","regular salad","Regular Salads","regular salads"
option-name,"Balsamic Vinegar*","Balsamic Vinegar","balsamic vinegar","Balsamic Vinegars","balsamic vinegars"
option-name,"Add Bacon   ($1.50)*","Add Bacon   ($1.50)","add bacon   ($1.50)","Add Bacon   ($1.50)s","add bacon   ($1.50)s","Add Bacon","add bacon","Add Bacons","add bacons"
option-name,"Add Chicken   ($1.50)*","Add Chicken   ($1.50)","add chicken   ($1.50)","Add Chicken   ($1.50)s","add chicken   ($1.50)s","Add Chicken","add chicken","Add Chickens","add chickens"
option-name,"Side Salad   ($6.00)*","Side Salad   ($6.00)","side salad   ($6.00)","Side Salad   ($6.00)s","side salad   ($6.00)s","Side Salad","side salad","Side Salads","side salads"
option-name,"Regular Salad   ($8.00)*","Regular Salad   ($8.00)","regular salad   ($8.00)","Regular Salad   ($8.00)s","regular salad   ($8.00)s","Regular Salad","regular salad","Regular Salads","regular salads"
option-name,"Side Salad   ($7.00)*","Side Salad   ($7.00)","side salad   ($7.00)","Side Salad   ($7.00)s","side salad   ($7.00)s","Side Salad","side salad","Side Salads","side salads"
option-name,"Regular Salad   ($9.00)*","Regular Salad   ($9.00)","regular salad   ($9.00)","Regular Salad   ($9.00)s","regular salad   ($9.00)s","Regular Salad","regular salad","Regular Salads","regular salads"
option-name,"Loner (No Fries No Salad)   ($8.00)*","Loner (No Fries No Salad)   ($8.00)","loner (no fries no salad)   ($8.00)","Loner (No Fries No Salad)   ($8.00)s","loner (no fries no salad)   ($8.00)s","Loner","loner","Loners","loners"
option-name,"Classic (with Fries)   ($9.00)*","Classic (with Fries)   ($9.00)","classic (with fries)   ($9.00)","Classic (with Fries)   ($9.00)s","classic (with fries)   ($9.00)s","Classic","classic","Classics","classics"
option-name,"Healthy (with Side Salad) - Choose Dressing Below   ($10.00)*","Healthy (with Side Salad) - Choose Dressing Below   ($10.00)","healthy (with side salad) - choose dressing below   ($10.00)","Healthy (with Side Salad) - Choose Dressing Below   ($10.00)s","healthy (with side salad) - choose dressing below   ($10.00)s","Healthy","healthy","Healthys","healthys"
option-name,"Balsamic Vinegar *","Balsamic Vinegar ","balsamic vinegar ","Balsamic Vinegar s","balsamic vinegar s","Balsamic Vinegar","balsamic vinegar","Balsamic Vinegars","balsamic vinegars"
option-name,"Loner (No Fries No Salad)   ($9.00)*","Loner (No Fries No Salad)   ($9.00)","loner (no fries no salad)   ($9.00)","Loner (No Fries No Salad)   ($9.00)s","loner (no fries no salad)   ($9.00)s","Loner","loner","Loners","loners"
option-name,"Classic (with Fries)   ($10.00)*","Classic (with Fries)   ($10.00)","classic (with fries)   ($10.00)","Classic (with Fries)   ($10.00)s","classic (with fries)   ($10.00)s","Classic","classic","Classics","classics"
option-name,"Healthy (with Side Salad) - Choose Dressing Below   ($11.00)*","Healthy (with Side Salad) - Choose Dressing Below   ($11.00)","healthy (with side salad) - choose dressing below   ($11.00)","Healthy (with Side Salad) - Choose Dressing Below   ($11.00)s","healthy (with side salad) - choose dressing below   ($11.00)s","Healthy","healthy","Healthys","healthys"
option-name,"Loner (No Fries No Salad)   ($6.99)*","Loner (No Fries No Salad)   ($6.99)","loner (no fries no salad)   ($6.99)","Loner (No Fries No Salad)   ($6.99)s","loner (no fries no salad)   ($6.99)s","Loner","loner","Loners","loners"
option-name,"Classic (with Fries)   ($7.99)*","Classic (with Fries)   ($7.99)","classic (with fries)   ($7.99)","Classic (with Fries)   ($7.99)s","classic (with fries)   ($7.99)s","Classic","classic","Classics","classics"
option-name,"Healthy (with Side Salad) - Choose Dressing Below   ($8.99)*","Healthy (with Side Salad) - Choose Dressing Below   ($8.99)","healthy (with side salad) - choose dressing below   ($8.99)","Healthy (with Side Salad) - Choose Dressing Below   ($8.99)s","healthy (with side salad) - choose dressing below   ($8.99)s","Healthy","healthy","Healthys","healthys"
option-name,"Extra American Cheese   ($1.00)*","Extra American Cheese   ($1.00)","extra american cheese   ($1.00)","Extra American Cheese   ($1.00)s","extra american cheese   ($1.00)s","Extra American Cheese","extra american cheese","Extra American Cheeses","extra american cheeses"
option-name,"Extra Provolone Cheese   ($1.00)*","Extra Provolone Cheese   ($1.00)","extra provolone cheese   ($1.00)","Extra Provolone Cheese   ($1.00)s","extra provolone cheese   ($1.00)s","Extra Provolone Cheese","extra provolone cheese","Extra Provolone Cheeses","extra provolone cheeses"
option-name,"Add Bacon   ($1.00)*","Add Bacon   ($1.00)","add bacon   ($1.00)","Add Bacon   ($1.00)s","add bacon   ($1.00)s","Add Bacon","add bacon","Add Bacons","add bacons"
option-name,"Add Jalapeno   ($1.00)*","Add Jalapeno   ($1.00)","add jalapeno   ($1.00)","Add Jalapeno   ($1.00)s","add jalapeno   ($1.00)s","Add Jalapeno","add jalapeno","Add Jalapenos","add jalapenos"
option-name,"Loner (No Fries No Salad)   ($11.00)*","Loner (No Fries No Salad)   ($11.00)","loner (no fries no salad)   ($11.00)","Loner (No Fries No Salad)   ($11.00)s","loner (no fries no salad)   ($11.00)s","Loner","loner","Loners","loners"
option-name,"Classic (with Fries)   ($12.00)*","Classic (with Fries)   ($12.00)","classic (with fries)   ($12.00)","Classic (with Fries)   ($12.00)s","classic (with fries)   ($12.00)s","Classic","classic","Classics","classics"
option-name,"Healthy (with Side Salad) - Choose Dressing Below   ($13.00)*","Healthy (with Side Salad) - Choose Dressing Below   ($13.00)","healthy (with side salad) - choose dressing below   ($13.00)","Healthy (with Side Salad) - Choose Dressing Below   ($13.00)s","healthy (with side salad) - choose dressing below   ($13.00)s","Healthy","healthy","Healthys","healthys"
option-name,"Artichoke Hearts   ($1.50)*","Artichoke Hearts   ($1.50)","artichoke hearts   ($1.50)","Artichoke Hearts   ($1.50)s","artichoke hearts   ($1.50)s","Artichoke Hearts","artichoke hearts","Artichoke Heart","artichoke heart"
option-name,"Bacon   ($1.50)*","Bacon   ($1.50)","bacon   ($1.50)","Bacon   ($1.50)s","bacon   ($1.50)s","Bacon","bacon","Bacons","bacons"
option-name,"BBQ Sauce   ($1.50)*","BBQ Sauce   ($1.50)","bbq sauce   ($1.50)","BBQ Sauce   ($1.50)s","bbq sauce   ($1.50)s","BBQ Sauce","bbq sauce","BBQ Sauces","bbq sauces"
option-name,"Black Olives   ($1.50)*","Black Olives   ($1.50)","black olives   ($1.50)","Black Olives   ($1.50)s","black olives   ($1.50)s","Black Olives","black olives","Black Olive","black olive"
option-name,"Feta Cheese   ($1.50)*","Feta Cheese   ($1.50)","feta cheese   ($1.50)","Feta Cheese   ($1.50)s","feta cheese   ($1.50)s","Feta Cheese","feta cheese","Feta Cheeses","feta cheeses"
option-name,"Fresh Basil   ($1.50)*","Fresh Basil   ($1.50)","fresh basil   ($1.50)","Fresh Basil   ($1.50)s","fresh basil   ($1.50)s","Fresh Basil","fresh basil","Fresh Basils","fresh basils"
option-name,"Fresh Garlic   ($1.50)*","Fresh Garlic   ($1.50)","fresh garlic   ($1.50)","Fresh Garlic   ($1.50)s","fresh garlic   ($1.50)s","Fresh Garlic","fresh garlic","Fresh Garlics","fresh garlics"
option-name,"Fresh Tomatoes   ($1.50)*","Fresh Tomatoes   ($1.50)","fresh tomatoes   ($1.50)","Fresh Tomatoes   ($1.50)s","fresh tomatoes   ($1.50)s","Fresh Tomatoes","fresh tomatoes","Fresh Tomatoe","fresh tomatoe"
option-name,"Green Bell Pepper   ($1.50)*","Green Bell Pepper   ($1.50)","green bell pepper   ($1.50)","Green Bell Pepper   ($1.50)s","green bell pepper   ($1.50)s","Green Bell Pepper","green bell pepper","Green Bell Peppers","green bell peppers"
option-name,"Ground Beef   ($1.50)*","Ground Beef   ($1.50)","ground beef   ($1.50)","Ground Beef   ($1.50)s","ground beef   ($1.50)s","Ground Beef","ground beef","Ground Beefs","ground beefs"
option-name,"Ham   ($1.50)*","Ham   ($1.50)","ham   ($1.50)","Ham   ($1.50)s","ham   ($1.50)s","Ham","ham"
option-name,"Italian Sausage   ($1.50)*","Italian Sausage   ($1.50)","italian sausage   ($1.50)","Italian Sausage   ($1.50)s","italian sausage   ($1.50)s","Italian Sausage","italian sausage","Italian Sausages","italian sausages"
option-name,"Jalapeño Peppers   ($1.50)*","Jalapeño Peppers   ($1.50)","jalapeño peppers   ($1.50)","Jalapeño Peppers   ($1.50)s","jalapeño peppers   ($1.50)s","Jalapeño Peppers","jalapeño peppers","Jalapeño Pepper","jalapeño pepper"
option-name,"Mushrooms   ($1.50)*","Mushrooms   ($1.50)","mushrooms   ($1.50)","Mushrooms   ($1.50)s","mushrooms   ($1.50)s","Mushrooms","mushrooms","Mushroom","mushroom"
option-name,"Pepperoni   ($1.50)*","Pepperoni   ($1.50)","pepperoni   ($1.50)","Pepperoni   ($1.50)s","pepperoni   ($1.50)s","Pepperoni","pepperoni","Pepperonis","pepperonis"
option-name,"Pesto Sauce   ($1.50)*","Pesto Sauce   ($1.50)","pesto sauce   ($1.50)","Pesto Sauce   ($1.50)s","pesto sauce   ($1.50)s","Pesto Sauce","pesto sauce","Pesto Sauces","pesto sauces"
option-name,"Pineapple   ($1.50)*","Pineapple   ($1.50)","pineapple   ($1.50)","Pineapple   ($1.50)s","pineapple   ($1.50)s","Pineapple","pineapple","Pineapples","pineapples"
option-name,"Ranch Sauce   ($1.50)*","Ranch Sauce   ($1.50)","ranch sauce   ($1.50)","Ranch Sauce   ($1.50)s","ranch sauce   ($1.50)s","Ranch Sauce","ranch sauce","Ranch Sauces","ranch sauces"
option-name,"Salami   ($1.50)*","Salami   ($1.50)","salami   ($1.50)","Salami   ($1.50)s","salami   ($1.50)s","Salami","salami","Salamis","salamis"
option-name,"Spinach   ($1.50)*","Spinach   ($1.50)","spinach   ($1.50)","Spinach   ($1.50)s","spinach   ($1.50)s","Spinach","spinach","Spinachs","spinachs"
option-name,"Sun-Dried Tomatoes   ($1.50)*","Sun-Dried Tomatoes   ($1.50)","sun-dried tomatoes   ($1.50)","Sun-Dried Tomatoes   ($1.50)s","sun-dried tomatoes   ($1.50)s","Sun-Dried Tomatoes","sun-dried tomatoes","Sun-Dried Tomatoe","sun-dried tomatoe","Sun","sun"
option-name,"Sweet Corn   ($1.50)*","Sweet Corn   ($1.50)","sweet corn   ($1.50)","Sweet Corn   ($1.50)s","sweet corn   ($1.50)s","Sweet Corn","sweet corn","Sweet Corns","sweet corns"
option-name,"Onions   ($1.50)*","Onions   ($1.50)","onions   ($1.50)","Onions   ($1.50)s","onions   ($1.50)s","Onions","onions","Onion","onion"
option-name,"BBQ Sauce   ($2.00)*","BBQ Sauce   ($2.00)","bbq sauce   ($2.00)","BBQ Sauce   ($2.00)s","bbq sauce   ($2.00)s","BBQ Sauce","bbq sauce","BBQ Sauces","bbq sauces"
option-name,"Chicken   ($2.00)*","Chicken   ($2.00)","chicken   ($2.00)","Chicken   ($2.00)s","chicken   ($2.00)s","Chicken","chicken","Chickens","chickens"
option-name,"Feta Cheese   ($2.00)*","Feta Cheese   ($2.00)","feta cheese   ($2.00)","Feta Cheese   ($2.00)s","feta cheese   ($2.00)s","Feta Cheese","feta cheese","Feta Cheeses","feta cheeses"
option-name,"Fresh Basil   ($2.00)*","Fresh Basil   ($2.00)","fresh basil   ($2.00)","Fresh Basil   ($2.00)s","fresh basil   ($2.00)s","Fresh Basil","fresh basil","Fresh Basils","fresh basils"
option-name,"Fresh Garlic   ($2.00)*","Fresh Garlic   ($2.00)","fresh garlic   ($2.00)","Fresh Garlic   ($2.00)s","fresh garlic   ($2.00)s","Fresh Garlic","fresh garlic","Fresh Garlics","fresh garlics"
option-name,"Fresh Tomatoes   ($2.00)*","Fresh Tomatoes   ($2.00)","fresh tomatoes   ($2.00)","Fresh Tomatoes   ($2.00)s","fresh tomatoes   ($2.00)s","Fresh Tomatoes","fresh tomatoes","Fresh Tomatoe","fresh tomatoe"
option-name,"Green Bell Pepper   ($2.00)*","Green Bell Pepper   ($2.00)","green bell pepper   ($2.00)","Green Bell Pepper   ($2.00)s","green bell pepper   ($2.00)s","Green Bell Pepper","green bell pepper","Green Bell Peppers","green bell peppers"
option-name,"Ground Beef   ($2.00)*","Ground Beef   ($2.00)","ground beef   ($2.00)","Ground Beef   ($2.00)s","ground beef   ($2.00)s","Ground Beef","ground beef","Ground Beefs","ground beefs"
option-name,"Ham   ($2.00)*","Ham   ($2.00)","ham   ($2.00)","Ham   ($2.00)s","ham   ($2.00)s","Ham","ham"
option-name,"Jalapeno Peppers   ($2.00)*","Jalapeno Peppers   ($2.00)","jalapeno peppers   ($2.00)","Jalapeno Peppers   ($2.00)s","jalapeno peppers   ($2.00)s","Jalapeno Peppers","jalapeno peppers","Jalapeno Pepper","jalapeno pepper"
option-name,"Mushrooms   ($2.00)*","Mushrooms   ($2.00)","mushrooms   ($2.00)","Mushrooms   ($2.00)s","mushrooms   ($2.00)s","Mushrooms","mushrooms","Mushroom","mushroom"
option-name,"Pesto Sauce   ($2.00)*","Pesto Sauce   ($2.00)","pesto sauce   ($2.00)","Pesto Sauce   ($2.00)s","pesto sauce   ($2.00)s","Pesto Sauce","pesto sauce","Pesto Sauces","pesto sauces"
option-name,"Pineapple   ($2.00)*","Pineapple   ($2.00)","pineapple   ($2.00)","Pineapple   ($2.00)s","pineapple   ($2.00)s","Pineapple","pineapple","Pineapples","pineapples"
option-name,"Ranch Sauce   ($2.00)*","Ranch Sauce   ($2.00)","ranch sauce   ($2.00)","Ranch Sauce   ($2.00)s","ranch sauce   ($2.00)s","Ranch Sauce","ranch sauce","Ranch Sauces","ranch sauces"
option-name,"Sun-Dried Tomatoes   ($2.00)*","Sun-Dried Tomatoes   ($2.00)","sun-dried tomatoes   ($2.00)","Sun-Dried Tomatoes   ($2.00)s","sun-dried tomatoes   ($2.00)s","Sun-Dried Tomatoes","sun-dried tomatoes","Sun-Dried Tomatoe","sun-dried tomatoe","Sun","sun"
option-name,"Sweet Corn   ($2.00)*","Sweet Corn   ($2.00)","sweet corn   ($2.00)","Sweet Corn   ($2.00)s","sweet corn   ($2.00)s","Sweet Corn","sweet corn","Sweet Corns","sweet corns"
option-name,"Onions   ($2.00)*","Onions   ($2.00)","onions   ($2.00)","Onions   ($2.00)s","onions   ($2.00)s","Onions","onions","Onion","onion"
option-name,"Artichoke Hearts   ($2.25)*","Artichoke Hearts   ($2.25)","artichoke hearts   ($2.25)","Artichoke Hearts   ($2.25)s","artichoke hearts   ($2.25)s","Artichoke Hearts","artichoke hearts","Artichoke Heart","artichoke heart"
option-name,"Bacon   ($2.25)*","Bacon   ($2.25)","bacon   ($2.25)","Bacon   ($2.25)s","bacon   ($2.25)s","Bacon","bacon","Bacons","bacons"
option-name,"BBQ Sauce   ($2.25)*","BBQ Sauce   ($2.25)","bbq sauce   ($2.25)","BBQ Sauce   ($2.25)s","bbq sauce   ($2.25)s","BBQ Sauce","bbq sauce","BBQ Sauces","bbq sauces"
option-name,"Black Olives   ($2.25)*","Black Olives   ($2.25)","black olives   ($2.25)","Black Olives   ($2.25)s","black olives   ($2.25)s","Black Olives","black olives","Black Olive","black olive"
option-name,"Chicken   ($2.25)*","Chicken   ($2.25)","chicken   ($2.25)","Chicken   ($2.25)s","chicken   ($2.25)s","Chicken","chicken","Chickens","chickens"
option-name,"Feta Cheese   ($2.25)*","Feta Cheese   ($2.25)","feta cheese   ($2.25)","Feta Cheese   ($2.25)s","feta cheese   ($2.25)s","Feta Cheese","feta cheese","Feta Cheeses","feta cheeses"
option-name,"Fresh Basil   ($2.25)*","Fresh Basil   ($2.25)","fresh basil   ($2.25)","Fresh Basil   ($2.25)s","fresh basil   ($2.25)s","Fresh Basil","fresh basil","Fresh Basils","fresh basils"
option-name,"Fresh Garlic   ($2.25)*","Fresh Garlic   ($2.25)","fresh garlic   ($2.25)","Fresh Garlic   ($2.25)s","fresh garlic   ($2.25)s","Fresh Garlic","fresh garlic","Fresh Garlics","fresh garlics"
option-name,"Fresh Tomatoes   ($2.25)*","Fresh Tomatoes   ($2.25)","fresh tomatoes   ($2.25)","Fresh Tomatoes   ($2.25)s","fresh tomatoes   ($2.25)s","Fresh Tomatoes","fresh tomatoes","Fresh Tomatoe","fresh tomatoe"
option-name,"Green Bell Peppers   ($2.25)*","Green Bell Peppers   ($2.25)","green bell peppers   ($2.25)","Green Bell Peppers   ($2.25)s","green bell peppers   ($2.25)s","Green Bell Peppers","green bell peppers","Green Bell Pepper","green bell pepper"
option-name,"Ground Beef   ($2.25)*","Ground Beef   ($2.25)","ground beef   ($2.25)","Ground Beef   ($2.25)s","ground beef   ($2.25)s","Ground Beef","ground beef","Ground Beefs","ground beefs"
option-name,"Ham   ($2.25)*","Ham   ($2.25)","ham   ($2.25)","Ham   ($2.25)s","ham   ($2.25)s","Ham","ham"
option-name,"Italian Sausage   ($2.25)*","Italian Sausage   ($2.25)","italian sausage   ($2.25)","Italian Sausage   ($2.25)s","italian sausage   ($2.25)s","Italian Sausage","italian sausage","Italian Sausages","italian sausages"
option-name,"Jalapeño Peppers   ($2.25)*","Jalapeño Peppers   ($2.25)","jalapeño peppers   ($2.25)","Jalapeño Peppers   ($2.25)s","jalapeño peppers   ($2.25)s","Jalapeño Peppers","jalapeño peppers","Jalapeño Pepper","jalapeño pepper"
option-name,"Mushrooms   ($2.25)*","Mushrooms   ($2.25)","mushrooms   ($2.25)","Mushrooms   ($2.25)s","mushrooms   ($2.25)s","Mushrooms","mushrooms","Mushroom","mushroom"
option-name,"Pepperoni   ($2.25)*","Pepperoni   ($2.25)","pepperoni   ($2.25)","Pepperoni   ($2.25)s","pepperoni   ($2.25)s","Pepperoni","pepperoni","Pepperonis","pepperonis"
option-name,"Pesto Sauce   ($2.25)*","Pesto Sauce   ($2.25)","pesto sauce   ($2.25)","Pesto Sauce   ($2.25)s","pesto sauce   ($2.25)s","Pesto Sauce","pesto sauce","Pesto Sauces","pesto sauces"
option-name,"Pineapple   ($2.25)*","Pineapple   ($2.25)","pineapple   ($2.25)","Pineapple   ($2.25)s","pineapple   ($2.25)s","Pineapple","pineapple","Pineapples","pineapples"
option-name,"Ranch Sauce   ($2.25)*","Ranch Sauce   ($2.25)","ranch sauce   ($2.25)","Ranch Sauce   ($2.25)s","ranch sauce   ($2.25)s","Ranch Sauce","ranch sauce","Ranch Sauces","ranch sauces"
option-name,"Salami   ($2.25)*","Salami   ($2.25)","salami   ($2.25)","Salami   ($2.25)s","salami   ($2.25)s","Salami","salami","Salamis","salamis"
option-name,"Spinach   ($2.25)*","Spinach   ($2.25)","spinach   ($2.25)","Spinach   ($2.25)s","spinach   ($2.25)s","Spinach","spinach","Spinachs","spinachs"
